"uid","domainID","siteID","namedLocation","decimalLatitude","decimalLongitude","coordinateUncertainty","additionalCoordUncertainty","elevation","elevationUncertainty","geodeticDatum","altLocation","altLatitude","altLongitude","altCoordinateUncertainty","altGeodeticDatum","collectDate","aquaticSiteType","samplingImpractical","parentSampleID","eventID","samplerType","dissolvedOxygen","dissolvedOxygenSaturation","specificConductance","waterTemp","swcSamplingProtocolVersion","lowerSegmentDepth","upperSegmentDepth","maxDepth","lakeSampleDepth1","lakeSampleDepth2","aCollectedBy","bCollectedBy","remarks"
"fb3d038a-92fb-4274-b93b-31a77190e5c9","D01","HOPB","HOPB.AOS.S2",42.471802,-72.330656,0.3,10,213.1,0.3,"WGS84",NA,NA,NA,NA,NA,"2017-02-21T14:55Z","stream",NA,"HOPB.SS.20170221","HOPB.20170221","Grab",10.6,74,158.4,0.2,"NEON.DOC.002905vC",NA,NA,NA,NA,NA,"adavila@neoninc.org","thillman@neoninc.org",NA
"7b4bc96c-1bb1-432a-9706-dfe77b973d06","D01","HOPB","HOPB.AOS.S2",42.471802,-72.330656,0.3,10,213.1,0.3,"WGS84",NA,NA,NA,NA,NA,"2017-03-06T15:35Z","stream",NA,"HOPB.SS.20170306","HOPB.20170306","Grab",10.9,76,145,0.1,"NEON.DOC.002905vC",NA,NA,NA,NA,NA,"adavila@neoninc.org","thillman@neoninc.org",""
"4fac6b90-ae0d-4f8f-a955-a535b0c681e7","D01","HOPB","HOPB.AOS.S2",42.471802,-72.330656,0.3,10,213.1,0.3,"WGS84",NA,NA,NA,NA,NA,"2017-03-16T14:30Z","stream",NA,"HOPB.SS.20170316","HOPB.20170316","Grab",9.7,69,133.5,0,"NEON.DOC.002905vC",NA,NA,NA,NA,NA,"adavila@neoninc.org","thillman@neoninc.org",""
"85eab498-740f-48cf-9752-dd1cc7577c71","D01","HOPB","HOPB.AOS.S2",42.471802,-72.330656,0.3,10,213.1,0.3,"WGS84",NA,NA,NA,NA,NA,"2017-03-20T13:00Z","stream",NA,"HOPB.SS.20170320","HOPB.20170320","Grab",10.2,72,130.1,0.1,"NEON.DOC.002905vC",NA,NA,NA,NA,NA,"adavila@neoninc.org","thillman@neoninc.org",""
"66f8251f-1cd4-450c-ada4-b27da45537e2","D01","HOPB","HOPB.AOS.S2",42.471802,-72.330656,0.3,10,213.1,0.3,"WGS84",NA,NA,NA,NA,NA,"2017-03-29T15:35Z","stream",NA,"HOPB.SS.20170329","HOPB.20170329","Grab",9.9,74,111.3,2.3,"NEON.DOC.002905vC",NA,NA,NA,NA,NA,"adavila@neoninc.org","jcoleman01@field-ops.org","jcoleman01@battelleecology.org, protocol Rev D"
"bcedf6f6-d5d0-4c1f-a8ad-bbaeb96237ee","D01","HOPB","HOPB.AOS.S2",42.471802,-72.330656,0.3,10,213.1,0.3,"WGS84",NA,NA,NA,NA,NA,"2017-04-05T14:05Z","stream",NA,"HOPB.SS.20170405","HOPB.20170405","Grab",9.9,74,95.8,3,"NEON.DOC.002905vC",NA,NA,NA,NA,NA,"adavila@neoninc.org","jcoleman01@field-ops.org",NA
"4714f8eb-fe47-40a8-b604-128f828e0a8e","D01","HOPB","HOPB.AOS.S2",42.471802,-72.330656,0.3,10,213.1,0.3,"WGS84",NA,NA,NA,NA,NA,"2017-04-11T13:30Z","stream",NA,"HOPB.SS.20170411","HOPB.20170411","Grab",8.8,75,112.4,7.8,"NEON.DOC.002905vC",NA,NA,NA,NA,NA,"adavila@neoninc.org","jcoleman01@field-ops.org",NA
"2716ed30-76fa-4fc2-8aa9-783d1d61d7de","D01","HOPB","HOPB.AOS.S2",42.471802,-72.330656,0.3,10,213.1,0.3,"WGS84",NA,NA,NA,NA,NA,"2017-04-17T13:30Z","stream",NA,"HOPB.SS.20170417","HOPB.20170417","Grab",7.6,71,115.5,11.5,"NEON.DOC.002905vC",NA,NA,NA,NA,NA,"adavila@neoninc.org","jcoleman01@field-ops.org",NA
"9ffb8d85-53cb-43f0-9538-0215a7408ff1","D01","HOPB","HOPB.AOS.S2",42.471802,-72.330656,0.3,10,213.1,0.3,"WGS84",NA,NA,NA,NA,NA,"2017-04-26T14:15Z","stream",NA,"HOPB.SS.20170426","HOPB.20170426","Grab",10.4,92,109.6,8.9,"NEON.DOC.002905vC",NA,NA,NA,NA,NA,"adavila@neoninc.org","jcoleman01@field-ops.org",NA
"984e1c16-246c-4eac-8d98-ab522468d223","D01","HOPB","HOPB.AOS.S2",42.471802,-72.330656,0.3,NA,213.1,0.3,"WGS84",NA,NA,NA,NA,NA,"2017-05-09T09:46Z","stream",NA,"HOPB.SS.20170509","HOPB.20170509","Grab",11.1,97,103.1,8.4,"NEON.DOC.002905vD",NA,NA,NA,NA,NA,"Jcoleman01@battelleecology.org","adavila@battelleecology.org",NA
"a73e558d-f157-4645-a87c-cde192f99e33","D01","HOPB","HOPB.AOS.S2",42.471802,-72.330656,0.3,NA,213.1,0.3,"WGS84",NA,NA,NA,NA,NA,"2017-05-15T09:55Z","stream",NA,"HOPB.SS.20170515","HOPB.20170515","Grab",10.4,93,86,8.8,"NEON.DOC.002905vD",NA,NA,NA,NA,NA,"Jcoleman01@battelleecology.org","bhudson@battelleecology.org",NA
"2e338086-5382-466f-b284-d84fbb8b614a","D01","HOPB","HOPB.AOS.S2",42.471802,-72.330656,0.3,NA,213.1,0.3,"WGS84",NA,NA,NA,NA,NA,"2017-05-31T09:30Z","stream",NA,"HOPB.SS.20170531","HOPB.20170531","Grab",9.5,90,98.8,11.9,"NEON.DOC.002905vD",NA,NA,NA,NA,NA,"Jcoleman01@battelleecology.org","adavila@battelleecology.org",NA
"7987c7f6-ba0c-4a1a-81f9-be2bf924eb60","D01","HOPB","HOPB.AOS.S2",42.471802,-72.330656,0.3,10,213.1,0.3,"WGS84",NA,NA,NA,NA,NA,"2017-06-20T12:56Z","stream",NA,"HOPB.SS.20170620","HOPB.20170620","Grab",9,99,116.4,18.4,"NEON.DOC.002905vD",NA,NA,NA,NA,NA,"chines@field-ops.org","adavila@battelleecology.org",NA
"549f4833-ce4f-4d89-9283-2025cb3ad874","D01","HOPB","HOPB.AOS.S2",42.471802,-72.330656,0.3,10,213.1,0.3,"WGS84",NA,NA,NA,NA,NA,"2017-07-10T16:09Z","stream",NA,"HOPB.SS.20170710","HOPB.20170710","Grab",8,91,141.8,20.5,"NEON.DOC.002905vD",NA,NA,NA,NA,NA,"chines@field-ops.org","Jcoleman01@battelleecology.org",NA
"94e98de5-ff9b-41d1-b649-363475d1eec3","D01","HOPB","HOPB.AOS.S2",42.471802,-72.330656,0.3,10,213.1,0.3,"WGS84",NA,NA,NA,NA,NA,"2017-07-25T12:30Z","stream",NA,"HOPB.SS.20170725","HOPB.20170725","Grab",9.6,98,144.5,15.6,"NEON.DOC.002905vD",NA,NA,NA,NA,NA,"chines@field-ops.org","Jcoleman01@battelleecology.org",NA
"2e4d0d9e-1a2c-46bc-9278-a082fae84d3e","D01","HOPB","HOPB.AOS.S2",42.471802,-72.330656,0.3,10,213.1,0.3,"WGS84",NA,NA,NA,NA,NA,"2017-08-08T12:57Z","stream",NA,"HOPB.SS.20170808","HOPB.20170808","Grab",8.3,88,112,17,"NEON.DOC.002905vD",NA,NA,NA,NA,NA,"Jcoleman01@battelleecology.org","adavila@battelleecology.org",NA
"9d0e1830-bc54-4c5f-b74e-495498a8d183","D01","HOPB","HOPB.AOS.S2",42.471802,-72.330656,0.3,10,213.1,0.3,"WGS84",NA,NA,NA,NA,NA,"2017-09-06T13:00Z","stream",NA,"HOPB.SS.20170906","HOPB.20170906","Grab",8.6,92,137.7,17.4,"NEON.DOC.002905vD",NA,NA,NA,NA,NA,"chines@field-ops.org","Jcoleman01@battelleecology.org",NA
"33a84cab-9c04-4091-b945-0e1ecd0709c7","D01","HOPB","HOPB.AOS.S2",42.471802,-72.330656,0.3,10,213.1,0.3,"WGS84",NA,NA,NA,NA,NA,"2017-09-12T13:08Z","stream",NA,"HOPB.SS.20170912","HOPB.20170912","Grab",9.5,92,141.1,12.8,"NEON.DOC.002905vD",NA,NA,NA,NA,NA,"Jcoleman01@battelleecology.org","Jcoleman01@battelleecology.org",NA
"96c6575a-d6af-4e37-8443-008d16bfcef8","D01","HOPB","HOPB.AOS.S2",42.471802,-72.330656,0.3,10,213.1,0.3,"WGS84",NA,NA,NA,NA,NA,"2017-10-17T12:39Z","stream",NA,"HOPB.SS.20171017","HOPB.20171017","Grab",12.7,108,153.4,8.3,"NEON.DOC.002905vD",NA,NA,NA,NA,NA,"Jcoleman01@battelleecology.org","adavila@battelleecology.org",NA
"0f80503a-3af7-4c8a-90d1-9a757788f0ce","D01","HOPB","HOPB.AOS.S2",42.471802,-72.330656,0.3,10,213.1,0.3,"WGS84",NA,NA,NA,NA,NA,"2017-11-07T14:18Z","stream",NA,"HOPB.SS.20171107","HOPB.20171107","Grab",11.2,98,105.1,9.1,"NEON.DOC.002905vE",NA,NA,NA,NA,NA,"bhudson@battelleecology.org","adavila@battelleecology.org",NA
"72c0c7fb-cab7-4c0f-b70d-972966b97e76","D01","HOPB","HOPB.AOS.S2",42.471802,-72.330656,0.3,10,213.1,0.3,"WGS84",NA,NA,NA,NA,NA,"2017-11-13T14:28Z","stream",NA,"HOPB.SS.20171113","HOPB.20171113","Grab",14.8,111,109.5,3,"NEON.DOC.002905vE",NA,NA,NA,NA,NA,"bhudson@battelleecology.org","adavila@battelleecology.org",NA
"5b59b4af-d4a5-4719-b5b8-76a6e9acbfd2","D01","HOPB","HOPB.AOS.S2",42.471802,-72.330656,0.3,10,213.1,0.3,"WGS84",NA,NA,NA,NA,NA,"2017-12-06T15:50Z","stream",NA,"HOPB.SS.20171206","HOPB.20171206",NA,13.6,111,97.9,6.4,"NEON.DOC.002905vE",NA,NA,NA,NA,NA,"thillman@battelleecology.org","thillman@battelleecology.org",NA
"f4fec4d7-c5bd-4ffd-b852-5c4d3531605f","D01","HOPB","HOPB.AOS.S2",42.471802,-72.330656,0.3,10,213.1,0.3,"WGS84",NA,NA,NA,NA,NA,"2017-12-12T14:25Z","stream",NA,"HOPB.SS.20171212","HOPB.20171212",NA,14.8,108,102.8,1.3,"NEON.DOC.002905vE",NA,NA,NA,NA,NA,"thillman@battelleecology.org","thillman@battelleecology.org",NA
"66b347a1-df01-422c-8592-343510285b64","D01","HOPB","HOPB.AOS.S2",42.471802,-72.330656,0.3,10,213.1,0.3,"WGS84",NA,NA,NA,NA,NA,"2018-01-25T14:42Z","stream",NA,"HOPB.SS.20180125","HOPB.20180125",NA,15,104,101.1,0,"NEON.DOC.002905vE",NA,NA,NA,NA,NA,"Mbara@battelleecology.org","thillman@battelleecology.org",NA
"fbd0e367-c920-4f32-9470-6a54d1ccd0ae","D01","HOPB","HOPB.AOS.S2",42.471802,-72.330656,0.3,10,213.1,0.3,"WGS84",NA,NA,NA,NA,NA,"2018-02-14T15:10Z","stream",NA,"HOPB.SS.20180214","HOPB.20180214","Grab",14.7,105,102.1,0.7,"NEON.DOC.002905vE",NA,NA,NA,NA,NA,"Mbara@battelleecology.org","Mbara@battelleecology.org",NA
"8fe71923-c546-405c-a0c0-caebc9b83f76","D01","HOPB","HOPB.AOS.S2",42.471802,-72.330656,0.3,10,213.1,0.3,"WGS84",NA,NA,NA,NA,NA,"2018-02-20T15:12Z","stream",NA,"HOPB.SS.20180220","HOPB.20180220","Grab",13.4,99,99.9,2.4,"NEON.DOC.002905vE",NA,NA,NA,NA,NA,"rwilliams@battelleecology.org","llukas@battelleecology.org",NA
"99612c27-47b8-407b-8bae-b37542bf72cb","D01","HOPB","HOPB.AOS.S2",42.471802,-72.330656,0.3,10,213.1,0.3,"WGS84",NA,NA,NA,NA,NA,"2018-02-28T14:33Z","stream",NA,"HOPB.SS.20180228","HOPB.20180228","Grab",13,97,106.4,2.3,"NEON.DOC.002905vE",NA,NA,NA,NA,NA,"rwilliams@battelleecology.org","kgodfrey@battelleecology.org",NA
"7e283652-74b9-4c5a-a54e-8eb7351e08a5","D01","HOPB","HOPB.AOS.S2",42.471802,-72.330656,0.3,10,213.1,0.3,"WGS84",NA,NA,NA,NA,NA,"2018-03-06T14:34Z","stream",NA,"HOPB.SS.20180306","HOPB.20180306","Grab",13.1,96,107.4,1.9,"NEON.DOC.002905vE",NA,NA,NA,NA,NA,"rwilliams@battelleecology.org","rwilliams@battelleecology.org",NA
"efd77f73-ec91-494c-9b69-3a15efe19372","D01","HOPB","HOPB.AOS.S2",42.471802,-72.330656,0.3,10,213.1,0.3,"WGS84",NA,NA,NA,NA,NA,"2018-03-12T14:52Z","stream",NA,"HOPB.SS.20180312","HOPB.20180312","Grab",13,95,108.7,2.1,"NEON.DOC.002905vE",NA,NA,NA,NA,NA,"rwilliams@battelleecology.org","llukas@battelleecology.org",NA
"66e74f3e-7670-42fe-97d2-842228162d57","D01","HOPB","HOPB.AOS.S2",42.471802,-72.330656,0.3,10,213.1,0.3,"WGS84",NA,NA,NA,NA,NA,"2018-03-19T14:21Z","stream",NA,"HOPB.SS.20180319","HOPB.20180319","Grab",14.3,100,123,0,"NEON.DOC.002905vE",NA,NA,NA,NA,NA,"rwilliams@battelleecology.org","rwilliams@battelleecology.org",NA
"df4d3fbc-b81f-45b3-84f8-adf7b2e2aa19","D01","HOPB","HOPB.AOS.S2",42.471802,-72.330656,0.3,10,213.1,0.3,"WGS84",NA,NA,NA,NA,NA,"2018-03-29T14:10Z","stream",NA,"HOPB.SS.20180329","HOPB.20180329","Grab",12.6,98,102.9,4.3,"NEON.DOC.002905vE",NA,NA,NA,NA,NA,"jlerner@battelleecology.org","rwilliams@battelleecology.org",NA
"489f58fa-9dbd-4c01-8310-0ba8a6f96b84","D01","HOPB","HOPB.AOS.S2",42.471802,-72.330656,0.3,10,213.1,0.3,"WGS84",NA,NA,NA,NA,NA,"2018-04-05T14:32Z","stream",NA,"HOPB.SS.20180405","HOPB.20180405","Grab",13.07,96.3,108.9,1.9,"NEON.DOC.002905vE",NA,NA,NA,NA,NA,"rwilliams@battelleecology.org","jlerner@battelleecology.org",NA
"5a31f885-a709-43e9-95ab-a888efac4f77","D01","HOPB","HOPB.AOS.S2",42.471802,-72.330656,0.3,10,213.1,0.3,"WGS84",NA,NA,NA,NA,NA,"2018-04-10T13:30Z","stream",NA,"HOPB.SS.20180410","HOPB.20180410","Grab",12.53,95.1,121.1,3.1,"NEON.DOC.002905vE",NA,NA,NA,NA,NA,"rwilliams@battelleecology.org","rwilliams@battelleecology.org",NA
"9b3b9007-216d-4a32-92ee-9024dd38474b","D01","HOPB","HOPB.AOS.S2",42.471802,-72.330656,0.3,10,213.1,0.3,"WGS84",NA,NA,NA,NA,NA,"2018-04-16T13:47Z","stream",NA,"HOPB.SS.20180416","HOPB.20180416","Grab",12.99,93.3,110.1,0.9,"NEON.DOC.002905vE",NA,NA,NA,NA,NA,"rwilliams@battelleecology.org","jlerner@battelleecology.org",NA
"31b896ca-8115-4a5e-9856-5981cdf93941","D01","HOPB","HOPB.AOS.S2",42.471802,-72.330656,0.3,10,213.1,0.3,"WGS84",NA,NA,NA,NA,NA,"2018-04-25T14:35Z","stream",NA,"HOPB.SS.20180425","HOPB.20180425","Grab",10.59,93.2,108.7,8.9,"NEON.DOC.002905vE",NA,NA,NA,NA,NA,"jlerner@battelleecology.org","rwilliams@battelleecology.org",NA
"9717b18a-b82d-42ed-9072-57c18f8e335d","D01","HOPB","HOPB.AOS.S2",42.471802,-72.330656,0.3,10,213.1,0.3,"WGS84",NA,NA,NA,NA,NA,"2018-05-14T14:00Z","stream",NA,"HOPB.SS.20180514","HOPB.20180514","Grab",10.01,96.3,113,12.6,"NEON.DOC.002905vE",NA,NA,NA,NA,NA,"rwilliams@battelleecology.org","ewallis@battelleecology.org",NA
"6ecba2aa-9e69-4780-b97d-74f07c9bb582","D01","HOPB","HOPB.AOS.S2",42.471802,-72.330656,0.3,10,213.1,0.3,"WGS84",NA,NA,NA,NA,NA,"2018-05-22T14:33Z","stream",NA,"HOPB.SS.20180522","HOPB.20180522","Grab",10.1,98.2,115.2,13.4,"NEON.DOC.002905vE",NA,NA,NA,NA,NA,"rwilliams@battelleecology.org","jlerner@battelleecology.org",NA
"789010c7-afdb-4c90-84b1-2c31068c2266","D01","HOPB","HOPB.AOS.S2",42.471802,-72.330656,0.3,10,213.1,0.3,"WGS84",NA,NA,NA,NA,NA,"2018-06-04T14:50Z","stream",NA,"HOPB.SS.20180604","HOPB.20180604","Grab",10.23,99.4,120,12.9,"NEON.DOC.002905vE",NA,NA,NA,NA,NA,"rwilliams@battelleecology.org","jlerner@battelleecology.org",NA
"31e0e1b4-be93-48df-9c82-f83b2ac8b6fe","D01","HOPB","HOPB.AOS.S2",42.471802,-72.330656,0.3,10,213.1,0.3,"WGS84",NA,NA,NA,NA,NA,"2018-06-19T13:44Z","stream",NA,"HOPB.SS.20180619","HOPB.20180619","Grab",8.92,99.2,119.9,19.7,"NEON.DOC.002905vE",NA,NA,NA,NA,NA,"jlerner@battelleecology.org","jlerner@battelleecology.org",NA
"6c680bac-3c5e-45f5-a35d-b268b615f45f","D01","HOPB","HOPB.AOS.S2",42.471802,-72.330656,0.3,10,213.1,0.3,"WGS84",NA,NA,NA,NA,NA,"2018-07-11T14:20Z","stream",NA,"HOPB.SS.20180711","HOPB.20180711","Grab",8.9,99.8,141,20.1,"NEON.DOC.002905vE",NA,NA,NA,NA,NA,"jlerner@battelleecology.org","llukas@battelleecology.org",NA
"7535cf0c-83ed-4675-b0c2-24da9899c706","D01","HOPB","HOPB.AOS.S2",42.471802,-72.330656,0.3,10,213.1,0.3,"WGS84",NA,NA,NA,NA,NA,"2018-07-17T15:16Z","stream",NA,"HOPB.SS.20180717","HOPB.20180717","",8.43,99.7,145.6,22.4,"NEON.DOC.002905vE",NA,NA,NA,NA,NA,"rwilliams@battelleecology.org","jlerner@battelleecology.org",NA
"0bf092a3-1de6-415b-9ddd-ca8b896a8c40","D01","HOPB","HOPB.AOS.S2",42.471802,-72.330656,0.3,10,213.1,0.3,"WGS84",NA,NA,NA,NA,NA,"2018-08-14T12:57Z","stream",NA,"HOPB.SS.20180814","HOPB.20180814","Grab",8.61,92.6,82,18.3,"NEON.DOC.002905vE",NA,NA,NA,NA,NA,"jlerner@battelleecology.org","rwilliams@battelleecology.org",NA
"84178411-5713-4ff4-9cc0-7e5fad5a29ee","D01","HOPB","HOPB.AOS.S2",42.471802,-72.330656,0.3,10,213.1,0.3,"WGS84",NA,NA,NA,NA,NA,"2018-09-06T13:08Z","stream",NA,"HOPB.SS.20180906","HOPB.20180906","Grab",8.69,99.4,119.9,21.2,"NEON.DOC.002905vE",NA,NA,NA,NA,NA,"jlerner@battelleecology.org","muffenbeck@battelleecology.org",""
"815bc4ab-632f-44a0-911e-413f304edbf5","D01","HOPB","HOPB.AOS.S2",42.471802,-72.330656,0.3,10,213.1,0.3,"WGS84",NA,NA,NA,NA,NA,"2018-09-25T13:00Z","stream",NA,"HOPB.SS.20180925","HOPB.20180925","Grab",10.7,99.1,95.9,11.7,"NEON.DOC.002905vE",NA,NA,NA,NA,NA,"jlerner@battelleecology.org","rwilliams@battelleecology.org","Brought microbe grab sample to lab for processing due to rain"
"27641395-ae16-408c-a8bd-548ba52ccfb9","D01","HOPB","HOPB.AOS.S2",42.471802,-72.330656,0.3,10,213.1,0.3,"WGS84",NA,NA,NA,NA,NA,"2018-10-09T15:06Z","stream",NA,"HOPB.SS.20181009","HOPB.20181009","Grab",9.87,97.3,85.6,14.6,"NEON.DOC.002905vE",NA,NA,NA,NA,NA,"jlerner@battelleecology.org","rwilliams@battelleecology.org",NA
"a9f54af6-5d68-4b92-ac6e-465f9ef78746","D01","HOPB","HOPB.AOS.S2",42.471802,-72.330656,0.3,10,213.1,0.3,"WGS84",NA,NA,NA,NA,NA,"2018-11-06T14:26Z","stream",NA,"HOPB.SS.20181106","HOPB.20181106","Grab",11.33,98.2,65.9,8.2,"NEON.DOC.002905vE",NA,NA,NA,NA,NA,"rwilliams@battelleecology.org","rwilliams@battelleecology.org",NA
"cd8d59f5-42bd-4c73-899a-8e1fc718b777","D01","HOPB","HOPB.AOS.S2",42.471802,-72.330656,0.3,10,213.1,0.3,"WGS84",NA,NA,NA,NA,NA,"2018-11-13T15:44Z","stream",NA,"HOPB.SS.20181113","HOPB.20181113","Grab",11.86,97.1,62.6,5.8,"NEON.DOC.002905vE",NA,NA,NA,NA,NA,"llukas@battelleecology.org","rwilliams@battelleecology.org",NA
"7a699453-1bbd-4179-bbfd-d71d417cdeb3","D01","HOPB","HOPB.AOS.S2",42.471802,-72.330656,0.3,10,213.1,0.3,"WGS84",NA,NA,NA,NA,NA,"2018-12-04T14:57Z","stream",NA,"HOPB.SS.20181204","HOPB.20181204","Grab",11.51,91.5,74.4,3.5,"NEON.DOC.002905vE",NA,NA,NA,NA,NA,"llukas@battelleecology.org","rwilliams@battelleecology.org",NA
"35e000c0-dbe5-441f-8031-d57bedc2ea2a","D01","HOPB","HOPB.AOS.S2",42.471802,-72.330656,0.3,10,213.1,0.3,"WGS84",NA,NA,NA,NA,NA,"2018-12-10T14:51Z","stream",NA,"HOPB.SS.20181210","HOPB.20181210","Grab",12.61,87.5,80.8,0,"NEON.DOC.002905vE",NA,NA,NA,NA,NA,"llukas@battelleecology.org","rwilliams@battelleecology.org",NA
"7dd465f3-6ec2-4bfd-85e4-27fe5c90d9fa","D01","HOPB","HOPB.AOS.S2",42.471802,-72.330656,0.3,10,213.1,0.3,"WGS84",NA,NA,NA,NA,NA,"2019-01-24T14:58Z","stream",NA,"HOPB.SS.20190124","HOPB.20190124","Grab",13.33,94.8,97.3,0.1,"NEON.DOC.002905vE",NA,NA,NA,NA,NA,"Mbara@battelleecology.org","rwilliams@battelleecology.org",NA
"d7df542d-7bae-4176-a601-0a423a714064","D01","HOPB","HOPB.AOS.S2",42.471802,-72.330656,0.3,10,213.1,0.3,"WGS84",NA,NA,NA,NA,NA,"2019-01-29T15:35Z","stream",NA,"HOPB.SS.20190129","HOPB.20190129","Grab",13.6,93,85.6,0.1,"NEON.DOC.002905vE",NA,NA,NA,NA,NA,"rwilliams@battelleecology.org","llukas@battelleecology.org",NA
"b02b763d-5b2d-4e10-9c1d-c131ebdc5a56","D01","HOPB","HOPB.AOS.S2",42.471802,-72.330656,0.3,10,213.1,0.3,"WGS84",NA,NA,NA,NA,NA,"2019-02-14T14:15Z","stream",NA,"HOPB.SS.20190214","HOPB.20190214","Grab",13.92,97.7,100.5,0,"NEON.DOC.002905vE",NA,NA,NA,NA,NA,"rwilliams@battelleecology.org","rwilliams@battelleecology.org",""
